,icd9cm,icd10,description,flags,approximate,no_map,combination,scenario,choice_list
38850,73382,S52356N,"Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",10000,1,0,0,0,0
38851,73381,S52356P,"Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with malunion",10000,1,0,0,0,0
38852,73381,S52356Q,"Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with malunion",10000,1,0,0,0,0
38853,73381,S52356R,"Nondisplaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",10000,1,0,0,0,0
38854,9052,S52356S,"Nondisplaced comminuted fracture of shaft of radius, unspecified arm, sequela",10000,1,0,0,0,0
38855,81321,S52361A,"Displaced segmental fracture of shaft of radius, right arm, initial encounter for closed fracture",10000,1,0,0,0,0
38856,81331,S52361B,"Displaced segmental fracture of shaft of radius, right arm, initial encounter for open fracture type I or II",10000,1,0,0,0,0
38857,81331,S52361C,"Displaced segmental fracture of shaft of radius, right arm, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000,1,0,0,0,0
38858,V5412,S52361D,"Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for closed fracture with routine healing",10000,1,0,0,0,0
38859,V5412,S52361E,"Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with routine healing",10000,1,0,0,0,0
38860,V5412,S52361F,"Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",10000,1,0,0,0,0
38861,V5412,S52361G,"Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for closed fracture with delayed healing",10000,1,0,0,0,0
38862,V5412,S52361H,"Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with delayed healing",10000,1,0,0,0,0
38863,V5412,S52361J,"Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",10000,1,0,0,0,0
38864,73382,S52361K,"Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for closed fracture with nonunion",10000,1,0,0,0,0
38865,73382,S52361M,"Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with nonunion",10000,1,0,0,0,0
38866,73382,S52361N,"Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",10000,1,0,0,0,0
38867,73381,S52361P,"Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for closed fracture with malunion",10000,1,0,0,0,0
38868,73381,S52361Q,"Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with malunion",10000,1,0,0,0,0
38869,73381,S52361R,"Displaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",10000,1,0,0,0,0
38870,9052,S52361S,"Displaced segmental fracture of shaft of radius, right arm, sequela",10000,1,0,0,0,0
38871,81321,S52362A,"Displaced segmental fracture of shaft of radius, left arm, initial encounter for closed fracture",10000,1,0,0,0,0
38872,81331,S52362B,"Displaced segmental fracture of shaft of radius, left arm, initial encounter for open fracture type I or II",10000,1,0,0,0,0
38873,81331,S52362C,"Displaced segmental fracture of shaft of radius, left arm, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000,1,0,0,0,0
38874,V5412,S52362D,"Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for closed fracture with routine healing",10000,1,0,0,0,0
38875,V5412,S52362E,"Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with routine healing",10000,1,0,0,0,0
38876,V5412,S52362F,"Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",10000,1,0,0,0,0
38877,V5412,S52362G,"Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for closed fracture with delayed healing",10000,1,0,0,0,0
38878,V5412,S52362H,"Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with delayed healing",10000,1,0,0,0,0
38879,V5412,S52362J,"Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",10000,1,0,0,0,0
38880,73382,S52362K,"Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for closed fracture with nonunion",10000,1,0,0,0,0
38881,73382,S52362M,"Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with nonunion",10000,1,0,0,0,0
38882,73382,S52362N,"Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",10000,1,0,0,0,0
38883,73381,S52362P,"Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for closed fracture with malunion",10000,1,0,0,0,0
38884,73381,S52362Q,"Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with malunion",10000,1,0,0,0,0
38885,73381,S52362R,"Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",10000,1,0,0,0,0
38886,9052,S52362S,"Displaced segmental fracture of shaft of radius, left arm, sequela",10000,1,0,0,0,0
38887,81321,S52363A,"Displaced segmental fracture of shaft of radius, unspecified arm, initial encounter for closed fracture",10000,1,0,0,0,0
38888,81331,S52363B,"Displaced segmental fracture of shaft of radius, unspecified arm, initial encounter for open fracture type I or II",10000,1,0,0,0,0
38889,81331,S52363C,"Displaced segmental fracture of shaft of radius, unspecified arm, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000,1,0,0,0,0
38890,V5412,S52363D,"Displaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with routine healing",10000,1,0,0,0,0
38891,V5412,S52363E,"Displaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with routine healing",10000,1,0,0,0,0
38892,V5412,S52363F,"Displaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",10000,1,0,0,0,0
38893,V5412,S52363G,"Displaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with delayed healing",10000,1,0,0,0,0
38894,V5412,S52363H,"Displaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with delayed healing",10000,1,0,0,0,0
38895,V5412,S52363J,"Displaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",10000,1,0,0,0,0
38896,73382,S52363K,"Displaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with nonunion",10000,1,0,0,0,0
38897,73382,S52363M,"Displaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with nonunion",10000,1,0,0,0,0
38898,73382,S52363N,"Displaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",10000,1,0,0,0,0
38899,73381,S52363P,"Displaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for closed fracture with malunion",10000,1,0,0,0,0
38900,73381,S52363Q,"Displaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with malunion",10000,1,0,0,0,0
38901,73381,S52363R,"Displaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",10000,1,0,0,0,0
38902,9052,S52363S,"Displaced segmental fracture of shaft of radius, unspecified arm, sequela",10000,1,0,0,0,0
38903,81321,S52364A,"Nondisplaced segmental fracture of shaft of radius, right arm, initial encounter for closed fracture",10000,1,0,0,0,0
38904,81331,S52364B,"Nondisplaced segmental fracture of shaft of radius, right arm, initial encounter for open fracture type I or II",10000,1,0,0,0,0
38905,81331,S52364C,"Nondisplaced segmental fracture of shaft of radius, right arm, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000,1,0,0,0,0
38906,V5412,S52364D,"Nondisplaced segmental fracture of shaft of radius, right arm, subsequent encounter for closed fracture with routine healing",10000,1,0,0,0,0
38907,V5412,S52364E,"Nondisplaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with routine healing",10000,1,0,0,0,0
38908,V5412,S52364F,"Nondisplaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",10000,1,0,0,0,0
38909,V5412,S52364G,"Nondisplaced segmental fracture of shaft of radius, right arm, subsequent encounter for closed fracture with delayed healing",10000,1,0,0,0,0
38910,V5412,S52364H,"Nondisplaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with delayed healing",10000,1,0,0,0,0
38911,V5412,S52364J,"Nondisplaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",10000,1,0,0,0,0
38912,73382,S52364K,"Nondisplaced segmental fracture of shaft of radius, right arm, subsequent encounter for closed fracture with nonunion",10000,1,0,0,0,0
38913,73382,S52364M,"Nondisplaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with nonunion",10000,1,0,0,0,0
38914,73382,S52364N,"Nondisplaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",10000,1,0,0,0,0
38915,73381,S52364P,"Nondisplaced segmental fracture of shaft of radius, right arm, subsequent encounter for closed fracture with malunion",10000,1,0,0,0,0
38916,73381,S52364Q,"Nondisplaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type I or II with malunion",10000,1,0,0,0,0
38917,73381,S52364R,"Nondisplaced segmental fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",10000,1,0,0,0,0
38918,9052,S52364S,"Nondisplaced segmental fracture of shaft of radius, right arm, sequela",10000,1,0,0,0,0
38919,81321,S52365A,"Nondisplaced segmental fracture of shaft of radius, left arm, initial encounter for closed fracture",10000,1,0,0,0,0
38920,81331,S52365B,"Nondisplaced segmental fracture of shaft of radius, left arm, initial encounter for open fracture type I or II",10000,1,0,0,0,0
38921,81331,S52365C,"Nondisplaced segmental fracture of shaft of radius, left arm, initial encounter for open fracture type IIIA, IIIB, or IIIC",10000,1,0,0,0,0
38922,V5412,S52365D,"Nondisplaced segmental fracture of shaft of radius, left arm, subsequent encounter for closed fracture with routine healing",10000,1,0,0,0,0
38923,V5412,S52365E,"Nondisplaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with routine healing",10000,1,0,0,0,0
38924,V5412,S52365F,"Nondisplaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",10000,1,0,0,0,0
38925,V5412,S52365G,"Nondisplaced segmental fracture of shaft of radius, left arm, subsequent encounter for closed fracture with delayed healing",10000,1,0,0,0,0
38926,V5412,S52365H,"Nondisplaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with delayed healing",10000,1,0,0,0,0
38927,V5412,S52365J,"Nondisplaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",10000,1,0,0,0,0
38928,73382,S52365K,"Nondisplaced segmental fracture of shaft of radius, left arm, subsequent encounter for closed fracture with nonunion",10000,1,0,0,0,0
38929,73382,S52365M,"Nondisplaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with nonunion",10000,1,0,0,0,0
38930,73382,S52365N,"Nondisplaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",10000,1,0,0,0,0
38931,73381,S52365P,"Nondisplaced segmental fracture of shaft of radius, left arm, subsequent encounter for closed fracture with malunion",10000,1,0,0,0,0
38932,73381,S52365Q,"Nondisplaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with malunion",10000,1,0,0,0,0
38933,73381,S52365R,"Nondisplaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",10000,1,0,0,0,0
38934,9052,S52365S,"Nondisplaced segmental fracture of shaft of radius, left arm, sequela",10000,1,0,0,0,0
38935,81321,S52366A,"Nondisplaced segmental fracture of shaft of radius, unspecified arm, initial encounter for closed fracture",10000,1,0,0,0,0
