DETAIL_LAB_PROCEDURE_ID,n_valid_patients,abnormal_rate_patients,abnormal_rate_patients_pos,abnormal_rate_patients_neg,delta_abnormal_pat,rr_abnormal_pat,lab_score_pat,n_patients_with_lab,n_encounters_with_lab
923,14775.0,0.604263959390863,0.375,0.6065204018864055,-0.23152040188640555,0.6182809330628803,2.2227717029201783,14775.0,15720.0
7886,262.0,0.3969465648854962,0.0,0.3984674329501915,-0.3984674329501915,0.0,2.2203219132049328,435.0,469.0
1950,100.0,0.03,0.5,0.0204081632653061,0.4795918367346939,24.50000000000003,2.2133741254238695,109.0,110.0
4354,212.0,0.410377358490566,0.0,0.4123222748815165,-0.4123222748815165,0.0,2.2105801820697626,297.0,297.0
1639,32416.0,0.2851061204343534,0.4956521739130435,0.2843565214699235,0.21129565244311999,1.7430659629357887,2.194609247763674,32416.0,42926.0
2097,7197.0,0.4274003056829234,0.67,0.4239819642102296,0.24601803578977044,1.5802558989697577,2.185023574126923,7226.0,7419.0
2004,8493.0,0.5412692805840104,0.7796610169491526,0.5396016125207493,0.24005940442840323,1.444882666875226,2.1718451133233128,8904.0,9698.0
7205,3409.0,0.4136110296274567,0.6774193548387096,0.411190053285968,0.2662293015527416,1.6474604612276178,2.1656336197384225,3409.0,3666.0
2321,224.0,0.1741071428571428,0.5555555555555556,0.1581395348837209,0.3974160206718347,3.5130718954248374,2.152445069403204,224.0,230.0
6250,265.0,0.120754716981132,0.5,0.11787072243346,0.38212927756654,4.241935483870971,2.1336174107701935,265.0,268.0
7823,1174.0,0.424190800681431,0.125,0.4262435677530017,-0.3012435677530017,0.2932595573440644,2.129497837551984,1296.0,1385.0
37,325.0,0.6338461538461538,1.0,0.6327160493827161,0.3672839506172839,1.5804878048780486,2.1254345320451793,327.0,343.0
7761,844.0,0.1208530805687203,0.4285714285714285,0.1156626506024096,0.3129087779690189,3.7053571428571432,2.1087975883881827,844.0,877.0
3494,448.0,0.15625,0.5,0.1547085201793722,0.3452914798206278,3.2318840579710146,2.108702970206967,493.0,498.0
1551,273.0,0.3736263736263736,0.0,0.375,-0.375,0.0,2.1049230398955263,294.0,326.0
1768,303.0,0.3663366336633663,0.0,0.3675496688741722,-0.3675496688741722,0.0,2.1012916385963267,314.0,316.0
7800,195.0,0.3948717948717948,0.0,0.3969072164948453,-0.3969072164948453,0.0,2.0949217977358234,195.0,198.0
2155,698.0,0.2550143266475644,0.5714285714285714,0.2518089725036179,0.3196195989249535,2.269293924466339,2.0933967433312946,869.0,935.0
1444,167473.0,0.2522973852501597,0.0812693498452012,0.2549775909854508,-0.1737082411402496,0.31873134235486006,2.089464064835826,181270.0,214529.0
611,138.0,0.5797101449275363,1.0,0.5766423357664233,0.4233576642335767,1.7341772151898736,2.08904735855168,171.0,177.0
906,147.0,0.4149659863945578,0.0,0.4178082191780822,-0.4178082191780822,0.0,2.0878763609562396,215.0,219.0
2188,166.0,0.6024096385542169,1.0,0.5925925925925926,0.40740740740740744,1.6875,2.0851085902438635,178.0,179.0
9595,125.0,0.576,1.0,0.5691056910569106,0.43089430894308944,1.7571428571428571,2.0839263501498237,140.0,207.0
1858,4986.0,0.6588447653429603,0.9,0.6559074299634592,0.24409257003654083,1.3721448467966575,2.078348108442684,6322.0,6495.0
1743,1422.0,0.0928270042194092,0.375,0.0896159317211948,0.2853840682788052,4.184523809523814,2.0720374768730823,1540.0,1552.0
820,142.0,0.4084507042253521,0.0,0.4172661870503597,-0.4172661870503597,0.0,2.0708272557919036,158.0,164.0
7869,901.0,0.4472807991120976,0.75,0.4459308807134894,0.3040691192865106,1.681875,2.069073144199644,1534.0,1757.0
3756,974.0,0.2012320328542094,0.5,0.1993801652892562,0.3006198347107438,2.5077720207253886,2.0689972149384026,1659.0,1674.0
3037,403.0,0.1588089330024814,0.5,0.1553884711779448,0.3446115288220552,3.2177419354838723,2.06815675618962,403.0,414.0
7011,301.0,0.6478405315614618,1.0,0.6406779661016949,0.3593220338983051,1.560846560846561,2.05188225031097,306.0,314.0
2730,2563.0,0.0788138899726882,0.3229813664596273,0.0624479600333055,0.2605334064263218,5.172008281573505,2.045011072457369,2563.0,2603.0
2257,703.0,0.2631578947368421,0.5714285714285714,0.2600574712643678,0.3113711001642036,2.197316495659037,2.041591290289768,875.0,940.0
2203,694.0,0.3069164265129683,0.0,0.3118594436310395,-0.3118594436310395,0.0,2.040780707328405,790.0,797.0
2157,689.0,0.262699564586357,0.5714285714285714,0.2595307917888563,0.3118977796397151,2.201775625504439,2.03877959547831,691.0,733.0
1614,2996.0,0.2777036048064085,0.5294117647058824,0.2748143146522619,0.25459745005362044,1.926434455846221,2.0381460420820523,2996.0,3910.0
3757,368.0,0.1576086956521739,0.5,0.1557377049180328,0.3442622950819672,3.2105263157894735,2.0348644184401814,368.0,373.0
6899,524.0,0.3206106870229007,0.0,0.3224568138195777,-0.3224568138195777,0.0,2.0196754474383734,524.0,530.0
12907,437.0,0.1807780320366132,0.5,0.1702127659574468,0.32978723404255317,2.9375,2.00583815129436,437.0,440.0
8926,54407.0,0.1533258588049331,0.336283185840708,0.1529450768040667,0.1833381090366413,2.198718604532202,1.9991675970316738,54408.0,61883.0
3825,338.0,0.1627218934911242,0.5,0.1607142857142857,0.3392857142857143,3.1111111111111116,1.9766786078612242,338.0,342.0
2258,658.0,0.270516717325228,0.5714285714285714,0.2672811059907834,0.304147465437788,2.1379310344827585,1.9741371118763382,828.0,890.0
2254,698.0,0.2736389684813753,0.5714285714285714,0.2706222865412446,0.3008062848873268,2.111535523300229,1.970176107080875,698.0,740.0
1073,9051.0,0.4912164401723566,0.2783505154639175,0.4935224480679026,-0.2151719326039851,0.5640078106956138,1.9603757498775116,9850.0,11804.0
2034,125.0,0.6,1.0,0.5967741935483871,0.4032258064516129,1.6756756756756757,1.9501136721578538,125.0,125.0
1096,1023.0,0.270772238514174,0.5454545454545454,0.2647352647352647,0.2807192807192807,2.060377358490566,1.9457977795938524,1281.0,1323.0
18233,283.0,0.2685512367491166,0.6,0.2564102564102564,0.3435897435897436,2.3400000000000003,1.940929610034876,283.0,286.0
196,2723.0,0.3301505692251194,0.0869565217391304,0.3322222222222222,-0.2452657004830918,0.26174203867965673,1.940016536218684,3248.0,3587.0
802,328.0,0.2713414634146341,0.6,0.2662538699690402,0.33374613003095976,2.2534883720930234,1.934411843753892,328.0,332.0
16439,17650.0,0.6009065155807365,0.7953667953667953,0.5980104651831407,0.19735633018365462,1.3300215325215325,1.9298582921463383,17650.0,19237.0
1348,1578.0,0.2585551330798479,0.0,0.2595419847328244,-0.2595419847328244,0.0,1.9114091487381055,1616.0,1690.0
6986,261.0,0.3409961685823754,0.0,0.3423076923076923,-0.3423076923076923,0.0,1.906087157056683,393.0,426.0
806,105.0,0.4,0.0,0.4077669902912621,-0.4077669902912621,0.0,1.9015965238126875,105.0,105.0
1247,150.0,0.3733333333333333,0.0,0.3783783783783784,-0.3783783783783784,0.0,1.8984302085245661,150.0,154.0
6975,1385.0,0.2859205776173285,0.03125,0.2919438285291943,-0.2606938285291943,0.10704113924050636,1.8859053452475176,1416.0,1441.0
434,128.0,0.125,0.5,0.1129032258064516,0.3870967741935484,4.428571428571429,1.8812177049141956,243.0,245.0
21217,10634.0,0.7476960692119616,0.948051948051948,0.7462347257743677,0.20181722227758037,1.2704473744077704,1.8712302591707495,10708.0,15110.0
754,4661.0,0.3452048916541514,0.125,0.3455834945196647,-0.2205834945196647,0.36170708955223885,1.8633128551123013,5345.0,5401.0
6640,2227.0,0.4809160305343511,0.71875,0.4774487471526196,0.2413012528473804,1.5053971851145038,1.8601574797572404,2285.0,2318.0
7156,522.0,0.10727969348659,0.4,0.104448742746615,0.29555125725338505,3.829629629629633,1.8500271715843728,532.0,563.0
6818,157.0,0.3630573248407643,0.0,0.3653846153846153,-0.3653846153846153,0.0,1.8497943389906222,157.0,159.0
3199,275.0,0.1745454545454545,0.5,0.1721611721611721,0.3278388278388279,2.904255319148937,1.8425856318010438,275.0,278.0
3112,121.0,0.4958677685950413,0.8571428571428571,0.4736842105263157,0.3834586466165414,1.8095238095238098,1.842143408130798,121.0,122.0
7927,711.0,0.279887482419128,0.0,0.2802816901408451,-0.2802816901408451,0.0,1.8409119779873004,711.0,839.0
3881,283.0,0.1766784452296819,0.5,0.1743772241992882,0.3256227758007118,2.867346938775511,1.8394346718567633,308.0,312.0
7921,8988.0,0.4058744993324432,0.6006389776357828,0.3988472622478386,0.20179171538794416,1.5059373210954958,1.8370627186164559,9003.0,9585.0
682,10068.0,0.3598529996027016,0.1632653061224489,0.3608144525401737,-0.19754914641772478,0.4524910379089393,1.8208532866743485,13356.0,13656.0
3822,198.0,0.1616161616161616,0.5,0.1581632653061224,0.3418367346938776,3.161290322580646,1.8094460370231684,198.0,202.0
1388,42787.0,0.1960174819454507,0.3641618497109826,0.195334866475806,0.1688269832351766,1.8642951782296753,1.8003731386401656,42787.0,59824.0
734,173.0,0.3468208092485549,0.0,0.3488372093023256,-0.3488372093023256,0.0,1.7996704532143706,380.0,384.0
2110,2336.0,0.507277397260274,0.7272727272727273,0.4952595936794582,0.23201313359326908,1.468467721886136,1.7996384859490324,2337.0,2840.0
683,1506.0,0.2443559096945551,0.0,0.2451698867421718,-0.2451698867421718,0.0,1.7941228788104926,1708.0,1730.0
7902,203.0,0.334975369458128,0.0,0.3366336633663366,-0.3366336633663366,0.0,1.790258215749538,306.0,327.0
6391,694.0,0.4135446685878962,0.1428571428571428,0.4163027656477438,-0.27344562279060103,0.34315684315684297,1.789404050097256,694.0,721.0
15608,1726.0,0.6848203939745076,0.918918918918919,0.679692125518058,0.23922679340086095,1.3519634617195593,1.7832302676826663,1732.0,1789.0
7071,276.0,0.3115942028985507,0.0,0.3127272727272727,-0.3127272727272727,0.0,1.7587836564804038,409.0,442.0
1616,142983.0,0.2272647797290587,0.3740902474526928,0.2265559116208466,0.14753433583184622,1.6512049708892735,1.751304565273768,143028.0,196442.0
331,3337.0,0.0617320946958345,0.2727272727272727,0.0596246973365617,0.213102575390711,4.5740655283802525,1.7289282803818429,4000.0,4058.0
6664,501.0,0.2275449101796407,0.5,0.2264529058116232,0.2735470941883768,2.207964601769912,1.7010799926611646,501.0,508.0
696,102.0,0.3627450980392157,0.0,0.3663366336633663,-0.3663366336633663,0.0,1.6978710154900643,102.0,103.0
6713,100.0,0.86,0.5,0.8673469387755102,-0.36734693877551017,0.5764705882352942,1.695350393941687,100.0,101.0
775,1424.0,0.1053370786516853,0.3333333333333333,0.1004304160688665,0.23290291726446682,3.319047619047621,1.691324004852339,1442.0,1459.0
11975,1668.0,0.7595923261390888,0.5357142857142857,0.7634146341463415,-0.22770034843205578,0.7017343678685531,1.6895320139766583,1668.0,1802.0
6820,273.0,0.2014652014652014,0.5,0.1992619926199262,0.30073800738007384,2.5092592592592595,1.6880809618842354,519.0,521.0
2020,201.0,0.4079601990049751,0.7142857142857143,0.3969072164948453,0.317378497790869,1.7996289424860856,1.6847300276729897,201.0,205.0
2729,10353.0,0.088186998937506,0.2625,0.0811815533005124,0.1813184466994876,3.2334931930693074,1.6763122843014158,10353.0,10533.0
1553,46220.0,0.2736261358719169,0.4256017505470459,0.2705601907032181,0.15504155984382784,1.573039069202518,1.6653307776426773,46397.0,60898.0
6985,166.0,0.6807228915662651,1.0,0.6748466257668712,0.32515337423312884,1.481818181818182,1.664132957411583,361.0,361.0
20168,15116.0,0.1884096321778248,0.358744394618834,0.1858591284496072,0.1728852661692268,1.9301951839083435,1.6637743629509063,15116.0,15381.0
979,762.0,0.2506561679790026,0.5,0.2493403693931398,0.2506596306068602,2.0052910052910056,1.6636926463641781,847.0,858.0
7884,191.0,0.193717277486911,0.5,0.1837837837837838,0.3162162162162162,2.7205882352941173,1.6625052933168931,732.0,743.0
2152,101.0,0.3465346534653465,0.0,0.3571428571428571,-0.3571428571428571,0.0,1.6517760047443821,101.0,103.0
15425,202.0,0.6336633663366337,0.9230769230769232,0.6137566137566137,0.3093203093203095,1.503978779840849,1.6434825169197236,204.0,204.0
1536,2430.0,0.2102880658436214,0.0,0.2103746397694524,-0.2103746397694524,0.0,1.640092887968521,2430.0,2580.0
7868,257.0,0.2918287937743191,0.0,0.29296875,-0.29296875,0.0,1.6268436283950052,390.0,423.0
2741,195.0,0.0307692307692307,0.3333333333333333,0.0260416666666666,0.30729166666666674,12.800000000000033,1.6219206504927115,195.0,197.0
6604,664.0,0.2454819277108433,0.0,0.2492354740061162,-0.2492354740061162,0.0,1.619977504016673,715.0,734.0
1654,1235.0,0.2267206477732793,0.0,0.227088402270884,-0.227088402270884,0.0,1.6167866817882708,1674.0,1698.0
2153,104.0,0.3365384615384615,0.0,0.3465346534653465,-0.3465346534653465,0.0,1.6127585371833,104.0,105.0
6759,5500.0,0.6318181818181818,0.8160919540229885,0.6288564566783669,0.18723549734462164,1.2977396436916677,1.612600391815985,5500.0,5697.0
23184,257.0,0.2801556420233463,0.0,0.2903225806451613,-0.2903225806451613,0.0,1.6121495569127278,257.0,262.0
864,248837.0,0.4649188022681514,0.3379980563654033,0.4675984439374292,-0.1296003875720259,0.7228382830346456,1.6102274494358162,251734.0,277576.0
2151,119.0,0.3277310924369748,0.0,0.3362068965517241,-0.3362068965517241,0.0,1.6095877411077566,119.0,121.0
17279,7491.0,0.4856494460018689,0.3088235294117647,0.4889191026512576,-0.18009557323949288,0.6316454557351306,1.6067390568008917,7491.0,8903.0
