DETAIL_LAB_PROCEDURE_ID,LAB_PROCEDURE_NAME,ntk_score_lab,n_patients_with_abnormal,abnormal_rate_patients_pos,abnormal_rate_patients_neg
6521,"Bicarbonate HCO3 Quantitative, Capillary Blood",0.00012933152904901982,1831,0.0005319449946239601,0.0002552088936293909
2002,Renin,0.00012728313235736414,1802,0.00032822137966159243,0.0002536352961910931
1558,UA Amorphous Phosphates,0.00012707122925133079,1799,0.0002603135080074699,0.0002540644591288107
16489,Oxygen Partial Pressure Adjusted to Patients Actual Temperature Venous Blood,0.00012636488556455296,1789,0.00038481127270669456,0.00025106031856478756
16144,Lactate Mass/volume Arterial Blood,0.00012601171372116405,1784,0.0008828023315035935,0.00024405065724873368
6553,"Calcium ionized Quantitative, Blood",0.00012601171372116405,1784,0.00011317978609020429,0.0002537783505036656
1223,Potassium Plasma,0.00012544663877174178,1776,0.000237677550789429,0.00025106031856478756
295,"Occult Blood, Feces",0.00012452839197893062,1763,0.00021504159357138816,0.0002494867211264898
1431,Differential Enlarged Platelets,0.00012445775761025284,1762,0.00021504159357138816,0.00024934366681391725
67,CD4 T-Cell Count,0.00012410458576686393,1757,0.0005206270160149398,0.00024476592881159635
997,"Estradiol, Serum Quantitative",0.00012368077955479721,1751,5.6589893045102146e-05,0.0002497728297516348
7158,"Nucleated Red Blood Cell Count, Body Fluid Manual",0.0001233982420800861,1747,0.0002603135080074699,0.0002466256348750392
1666,Hemoglobin A2,0.00012276253276198606,1738,0.0004300831871427763,0.00024319233137329852
16566,Transferrin Moles/volume Serum or Plasma,0.00012184428596917488,1725,0.00028294946522551073,0.00024319233137329852
21189,Chloride Moles/volume Capillary Blood,0.00012071413607033036,1709,0.00048667308018787844,0.00023832848474583253
919,CKMB,0.00012000779238355254,1699,0.0006224888234961235,0.00023518128986923693
7918,Urobilinogen Quantitative Urine Test Strip,0.00011923081432809692,1688,0.0006224888234961235,0.0002336076924309391
6935,Howell-Jolly Bodies,0.00011866573937867466,1680,0.0004300831871427763,0.00023489518124409186
6965,"Immunoglobulin Light Chains Lambda Free, Serum/Plasma Quantitative",0.00011774749258586349,1667,0.00020372361496236773,0.00023589656143209955
656,Measles (Rubeola) Antibody IgG,0.00011774749258586349,1667,4.5271914436081714e-05,0.00023789932180811495
6572,"Cannabinoids Quantitative, Urine",0.0001173236863737968,1661,0.0030219002886084545,0.00019941771172610477
6966,"Immunoglobulin Light Chains Lambda, Serum Quantitative",0.00011675861142437453,1653,0.00018108765774432685,0.0002341799096812292
71,Urinalysis with Microscopy,0.00011619353647495227,1645,0.00011317978609020429,0.00023389380105608417
1438,Differential Lymphocyte Atypical Percent,0.00011591099900024114,1641,0.000554580951842001,0.00022774246561546544
1479,Heparin,0.00011584036463156336,1640,0.00018108765774432685,0.00023232020361778634
7772,Protein 24 hr Urine Quantitative,0.00011555782715685223,1636,0.00010186180748118387,0.00023274936655550392
6923,"HIV1 RNA Viral Load (log copies/mL) Probe and Target Amplification, Plasma",0.00011499275220742997,1628,0.0005885348876690623,0.00022545359661430497
7157,"Nucleated Red Blood Cell Count, Blood Auto",0.00011478084910139662,1625,0.00044140116575179674,0.00022688413974003026
763,Varicella zoster Antibody IgG Serum Quantitative,0.00011463958036404106,1623,0.00019240563635334728,0.00022974522599148082
7855,Tacrolimus Quantitative Blood,0.00011435704288932994,1619,0.0002603135080074699,0.00022831468286575556
2284,Chlamydia trachomatis DNA,0.00011386260230858545,1612,0.00022635957218040858,0.00022774246561546544
754,Mumps Antibody IgG,0.00011365069920255211,1609,1.1317978609020428e-05,0.0002300313346166259
6851,Hemoglobin Gastrointestinal Qualitative Stool,0.0001128737211470965,1598,0.00037349329409767413,0.00022387999917600717
2486,Cell Count Body Fluid,0.00011216737746031867,1588,0.00016976967913530643,0.0002250244336765874
882,Cell Count CSF,0.00011216737746031867,1588,0.0003508573368796333,0.00022273556467542694
7219,"White Blood Cell Count, Body Fluid Manual",0.00011061342134940745,1566,0.00029426744383453116,0.00022030364136169396
618,Hepatitis C RNA PCR Qualitative,0.00011011898076866297,1559,0.0013242034972553902,0.00020628431872958615
7136,"Neutrophils Percent, Body Fluid Manual",0.0001096245401879185,1552,0.00032822137966159243,0.00021787171804796095
1680,"Myoglobin, Serum",0.00010934200271320737,1548,0.00020372361496236773,0.00021887309823596867
13228,Methemoglobin Mass/volume Blood,0.00010913009960717402,1545,0.00040744722992473546,0.00021586895767194557
15385,Carbon Dioxide CO2 Partial Pressure Mixed Venous Blood,0.00010884756213246289,1541,0.00021504159357138816,0.00021772866373538844
6962,"Immunoglobulin Light Chains Kappa Free/Lambda Ratio, Serum",0.00010870629339510732,1539,0.00032822137966159243,0.00021601201198451808
614,Helicobacter pylori Antibody,0.00010828248718304063,1533,0.000158451700526286,0.00021729950079767084
1386,"Blood Gas CO Saturation Percent, Arterial",0.00010814121844568506,1531,0.00010186180748118387,0.00021772866373538844
1705,Syphilis (Treponema pallidum) RPR Titer,0.0001079999497083295,1529,0.0002603135080074699,0.00021543979473422797
1701,Mycoplasma pneumoniae Antibody IgM,0.00010651662796609607,1508,0.0004640371229698376,0.00020986067654389935
534,Antistreptolysin Titer (ASO Titer),0.00010616345612270716,1503,0.00037349329409767413,0.00021028983948161696
7895,Triiodothyronine (T3) Free Quantitative Serum or Plasma,0.00010573964991064047,1497,0.00033953935827061286,0.00020986067654389935
447,HIV1 RNA PCR Viral Load Quantitative,0.00010538647806725154,1492,0.0008488483956765321,0.00020270796091527294
1272,PT Whole Blood,0.00010524520932989599,1490,0.00018108765774432685,0.00021086205673190707
2490,Platelet Antibody Heparin Induced Serum,0.0001051745749612182,1489,0.000237677550789429,0.0002100037308564719
2159,Syphilis (Treponema pallidum) Antibody IgG Qualitative Serum,0.00010482140311782928,1484,0.00016976967913530643,0.00021014678516904442
2733,Hepatitis C RNA Quantitative Probe,0.00010418569379972925,1475,0.0022522777431950654,0.0001825373028425464
670,"Occult Blood, Gastric",0.00010362061885030698,1467,0.0003621753154886537,0.00020528293854157846
380,CD4 Helper T Cell Count,0.00010284364079485138,1456,0.0007017146737592666,0.00019941771172610477
574,"Cytomegalovirus Antibody IgM, Serum",0.00010256110332014024,1452,0.00029426744383453116,0.0002039954497284257
1694,HIV1+2 Antibodies,0.00010227856584542912,1448,0.00039612925131571504,0.00020213574366498283
6979,"Insulin, Serum/Plasma Quantitative",0.00010093651284055125,1429,0.00016976967913530643,0.00020227879797755536
2419,Influenza B RNA Presence Unspecified Specimen Probe and Target Amplification Method,0.00010079524410319568,1427,0.00019240563635334728,0.00020170658072726525
7205,"UA Hyaline Casts, Qualitative",9.959445983567337e-05,1410,0.000237677550789429,0.00019870244016324213
1577,UA Finely Granular Casts,9.945319109831782e-05,1408,0.000158451700526286,0.00019941771172610477
1997,"Progesterone, Serum",9.91000192549289e-05,1403,3.395393582706129e-05,0.00020027603760153996
11967,Calcium Ionized Quantitative Arterial Blood mg/dL,9.846430993682886e-05,1394,9.054382887216343e-05,0.00019827327722552455
1319,"T7 (FTI), Serum",9.818177246211772e-05,1390,0.0004640371229698376,0.000192980267660341
2491,Thyroperoxidase Antibody,9.754606314401769e-05,1381,9.054382887216343e-05,0.00019641357116208168
6589,Cobalamin (Vitamin B12) Quantitative Blood,9.726352566930655e-05,1377,0.0006564427593231849,0.00018868863828316515
60,"Pregnancy Test, Serum",9.613337577046204e-05,1361,0.00024899552939844946,0.0001915497245346157
637,Infectious Mononucleosis Screen,9.535639771500642e-05,1350,0.00011317978609020429,0.00019169277884718825
21204,Oxygen Partial Pressure (8 Hour maximum) Capillary Blood,9.429688218483968e-05,1335,0.000554580951842001,0.0001839678459682717
6520,"Bicarbonate HCO3 Quantitative, Arterial Cord Blood",9.351990412938408e-05,1324,5.6589893045102146e-05,0.00018868863828316515
1971,"Gastrin, Serum",9.288419481128403e-05,1315,0.00019240563635334728,0.00018568449771914203
7793,"Protein/Creatinine Mass Ratio, Urine",9.260165733657291e-05,1311,7.9225850263143e-05,0.0001865428235945772
2469,Clostridium difficile Toxin A and B,9.147150743772838e-05,1295,0.00024899552939844946,0.00018210813990482882
1468,Differential White Blood Cell (WBC) Vacuolated,9.133023870037282e-05,1293,0.00021504159357138816,0.00018225119421740136
12238,HIV 1+2 Antibody and HIV1 p24 Antigen Serum Immunoassay Qualitative,9.133023870037282e-05,1293,0.0005093090374059193,0.00017853178209051562
866,"Calcium/Ca, Urine 24 hr",9.10477012256617e-05,1289,0.00012449776469922473,0.00018282341146769147
7725,pH of Urine Test Strip,9.041199190756165e-05,1280,0.00048667308018787844,0.0001769581846522178
2269,Vitamin B6,9.041199190756165e-05,1280,0.0003055854224435516,0.00017924705365337826
6548,"BNP-B Natriuretic Peptide B, Blood",9.027072317020608e-05,1278,6.790787165412258e-05,0.0001819650855922563
6964,"Immunoglobulin Light Chains Kappa/Lambda Ratio, Serum",8.998818569549496e-05,1274,0.00012449776469922473,0.00018067759677910353
7854,Stomatocytes Qualitative Blood Light Microscopy,8.984691695813939e-05,1272,0.00044140116575179674,0.00017638596740192768
11975,Calcium Ionized Quantitative Serum or Plasma,8.949374511475048e-05,1267,0.00016976967913530643,0.00017910399934080573
7086,"Monocytes Percent, Body Fluid",8.949374511475048e-05,1267,0.00012449776469922473,0.00017967621659109584
7923,Vitamin D+Metabolites Quantitative Serum or Plasma,8.892867016532822e-05,1259,1.1317978609020428e-05,0.0001799623252162409
259,Helicobacter pylori Rapid CLO-Test,8.850486395326152e-05,1253,5.6589893045102146e-05,0.00017853178209051562
1594,UA Reducing Substances,8.850486395326152e-05,1253,0.0007356686095863279,0.0001699485233361639
2528,"Blood Gas PCO2, Cord Blood Arterial",8.850486395326152e-05,1253,0.0,0.00017924705365337826
1412,Cholesterol / HDL Risk Interp,8.81516921098726e-05,1248,0.00013581574330824515,0.00017681513033964528
759,Parvovirus B19 Antibody IgM,8.786915463516148e-05,1244,0.00021504159357138816,0.00017524153290134745
2266,Retinol Quantitative Serum or Plasma,8.765725152912812e-05,1241,0.00021504159357138816,0.00017481236996362987
2529,"Blood Gas PCO2, Cord Blood Venous",8.709217657970587e-05,1233,5.6589893045102146e-05,0.00017567069583906506
1079,"HCG, Urine Qualitative",8.688027347367252e-05,1230,0.00020372361496236773,0.00017338182683790458
867,"Calcium/Ca, Urine Random",8.61739297868947e-05,1220,0.00010186180748118387,0.00017323877252533205
7073,"Methylmalonate, Serum/Plasma",8.483187678201682e-05,1201,0.00018108765774432685,0.0001695193603984463
1469,Differential White Cell Correction,8.476124241333905e-05,1200,5.6589893045102146e-05,0.0001709499035241716
68,CD8 T-Cell Count,8.476124241333905e-05,1200,0.00033953935827061286,0.0001673735457098584
16096,Haptoglobin Mass/volume Serum or Plasma Nephlometry,8.45493393073057e-05,1197,0.0004300831871427763,0.00016579994827156056
6784,Gamma Globulin Quantitative Serum/Plasma Electrophoresis,8.4125533095239e-05,1191,0.0004187652085337559,0.00016508467670869794
801,Albumin CSF,8.398426435788344e-05,1189,0.00020372361496236773,0.00016751660002243092
2110,HIV1 Viral Load,8.370172688317231e-05,1185,0.0009959821175937978,0.0001569305808920638
15608,Deoxyhemoglobin/Hemoglobin Total Arterial Blood,8.348982377713896e-05,1182,0.00038481127270669456,0.00016422635083326276
7065,"Methadone Screen, Urine Qualitative",8.341918940846117e-05,1181,0.005455265689547847,9.999496448819744e-05
722,Syphilis (Treponema pallidum) Antibody Test,8.313665193375005e-05,1177,0.00018108765774432685,0.00016608605689670563
189,Chlamydia DNA Amplification,8.257157698432778e-05,1169,7.9225850263143e-05,0.00016622911120927817
7035,"Lymphocytes Variant, Blood Manual",8.257157698432778e-05,1169,0.00032822137966159243,0.00016308191633268254
724,Toxoplasma Antibody IgG,8.207713640358331e-05,1162,0.00024899552939844946,0.00016308191633268254
2186,Cancer Antigen 15-3,8.200650203490552e-05,1161,0.00010186180748118387,0.00016479856808355287
16498,pH Capillary Blood Adjusted to Patients Actual Temperature,8.073508339870544e-05,1143,0.0005093090374059193,0.00015707363520463635
989,"Eosinophils, Urine",7.953429913118314e-05,1126,0.00020372361496236773,0.0001585041783303616
329,Stool Reducing Substances,7.946366476250536e-05,1125,0.0004187652085337559,0.00015564309207891105
1062,"HCG Beta Rapid, Serum Quantitative 1 day",7.918112728779422e-05,1121,0.00016976967913530643,0.00015821806970521657
6564,"Cancer Antigen 125 Quantitative, Serum",7.88985898130831e-05,1117,0.00010186180748118387,0.0001585041783303616
193,Chlamydia trachomatis PCR,7.76978055455608e-05,1100,5.6589893045102146e-05,0.00015664447226691874
1686,Urine Total Volume,7.720336496481632e-05,1093,0.00012449776469922473,0.00015478476620347587
1101,Hemoglobin S Screen (Sickle Cell),7.706209622746075e-05,1091,0.000554580951842001,0.00014906259370057472
737,Yeast ID,7.68501931214274e-05,1088,3.395393582706129e-05,0.00015521392914119347
399,Hepatitis A Antibody (Anti HAV) Total,7.68501931214274e-05,1088,0.0003508573368796333,0.00015120840838916266
6889,Hepatitis C Antibody Qualitative Serum/Plasma Immunoassay,7.656765564671627e-05,1084,0.001290249561428329,0.00013876268319535268
632,HIV1 RNA Qualitative Unspecified Specimen Probe and Target Amplification Method,7.64263869093607e-05,1082,0.0011431158395110634,0.0001403362806336505
1917,Alkaline Phosphatase Bone,7.56494088539051e-05,1071,0.000158451700526286,0.00015120840838916266
6640,Cyclic citrullinated peptide Antibody IgG Quantitative Serum,7.56494088539051e-05,1071,0.0002603135080074699,0.0001499209195760099
1685,Streptococcus pneumoniae Antigen,7.550814011654953e-05,1069,0.0002716314866164903,0.00014949175663829233
987,"Eosinophils, CSF",7.515496827316062e-05,1064,0.00029426744383453116,0.0001484903764502846
27,"Creatinine Clearance, Urine",7.423672148034945e-05,1051,0.00010186180748118387,0.00014906259370057472
1669,Hemoglobin S,7.416608711167167e-05,1050,0.0004187652085337559,0.0001449140186359714
16491,Oxygen Partial Pressure Mixed Venous Blood,7.36010121622494e-05,1042,0.00014713372191726558,0.00014720288763713185
2495,Platelet Aggregation,7.317720595018271e-05,1036,0.00010186180748118387,0.0001469167790119868
357,Neisseria gonorrhoeae rRNA (Gen) Probe Qualitative,7.240022789472711e-05,1025,5.6589893045102146e-05,0.00014591539882397912
2007,"Tobramycin, Serum Trough",7.183515294530484e-05,1017,0.0003508573368796333,0.00014105155219651313
1955,Chlamydia PCR,7.148198110191592e-05,1012,0.00013581574330824515,0.00014305431257252853
11968,Calcium Ionized Quantitative Arterial Blood mmol/L,7.141134673323815e-05,1011,0.00010186180748118387,0.0001433404211976736
1822,Rubella,7.11994436272048e-05,1008,0.00019240563635334728,0.00014176682375937577
1959,"Copper, Serum",7.112880925852701e-05,1007,0.000237677550789429,0.00014105155219651313
6723,Erythrocytes Body Fluid Manual Count,7.105817488984924e-05,1006,0.00033953935827061286,0.00013962100907078786
406,Hepatitis Be Antibody (Anti Hbe),7.091690615249367e-05,1004,0.00045271914436081716,0.0001379043573199175
962,"Cyclosporine A, Whole Blood",7.091690615249367e-05,1004,5.6589893045102146e-05,0.000142911258259956
478,Influenza B Qualitative,6.985739062232693e-05,989,6.790787165412258e-05,0.00014062238925879555
288,Neisseria gonorrhoeae DNA Probe,6.985739062232693e-05,989,0.00012449776469922473,0.0001399071176959329
407,Hepatitis Be Antigen (HBeAG),6.908041256687133e-05,978,0.0004640371229698376,0.00013404189088045925
2719,Hepatitis B Core Antibody (Anti HBc) Qualitative,6.893914382951576e-05,976,0.00029426744383453116,0.00013590159694390212
1045,"Glucose, Whole Blood GMD",6.893914382951576e-05,976,6.790787165412258e-05,0.00013876268319535268
7724,pH of Serum or Plasma,6.787962829934902e-05,961,0.00011317978609020429,0.00013604465125647463
7184,"Oxycodone, Urine Qualitative",6.759709082463789e-05,957,0.0015166091336087375,0.00011773369924719098
1681,"Myoglobin, Urine",6.703201587521563e-05,949,0.0004300831871427763,0.0001303224787535735
2724,Hepatitis B Surface Antibody Qualitative,6.689074713786006e-05,947,0.000237677550789429,0.00013246829344216142
6459,"Ammonia Quantitative, Plasma (Moles)",6.618440345108224e-05,937,0.00029426744383453116,0.0001303224787535735
1192,"Normetanephrine, Urine",6.484235044620436e-05,918,0.00012449776469922473,0.0001297502615032834
6555,"Calcium oxalate crystals, Urine Sediment Microscopy HPF",6.477171607752659e-05,917,0.00020372361496236773,0.00012860582700270314
2683,Chlamydia pneumoniae Antibody IgG Titer,6.463044734017102e-05,915,0.00029426744383453116,0.00012717528387697787
2729,Hepatitis C Antibody EIA Index,6.448917860281545e-05,913,0.0011883877539471451,0.00011558788455860306
1984,Hemoglobin N,6.42772754967821e-05,910,0.00033953935827061286,0.00012588779506382512
6444,"Alpha 1 Globulin Quantitative, Serum Electrophoresis",6.413600675942654e-05,908,0.00013581574330824515,0.00012817666406498556
7135,"Neutrophils Percent, Body Fluid",6.357093181000428e-05,900,0.00016976967913530643,0.00012660306662668776
196,Clostridium difficile Toxin A,6.35002974413265e-05,899,2.2635957218040857e-05,0.0001283197183775581
2221,Factor V Assay,6.314712559793759e-05,894,0.00014713372191726558,0.00012603084937639765
2087,Epstein Barr Virus Antibody to Early Antigen,6.222887880512642e-05,881,7.9225850263143e-05,0.00012502946918838993
238,Cytomegalovirus PCR,6.215824443644863e-05,880,0.00011317978609020429,0.00012445725193809982
1919,Alkaline Phosphatase Liver,6.187570696173751e-05,876,0.00014713372191726558,0.00012345587175009213
1930,"Amylase, Pancreatic",6.166380385570415e-05,873,7.9225850263143e-05,0.0001238850346878097
593,Epstein Barr Viral Capsid Antibody IgM,6.138126638099303e-05,869,6.790787165412258e-05,0.00012345587175009213
2100,Hepatitis B DNA Quantitative Viral Load copies/mL,6.0039213376115156e-05,850,0.00040744722992473546,0.00011644621043403823
7159,"Nucleated Red Blood Cell Count, CSF Manual",5.982731027008181e-05,847,0.00019240563635334728,0.00011873507943519869
1517,Promyelocyte Percent,5.961540716404846e-05,844,0.00010186180748118387,0.00011945035099806133
1668,Hemoglobin F,5.954477279537068e-05,843,0.0003621753154886537,0.00011601704749632065
7872,Thyroglobulin Quantitative Serum or Plasma,5.9403504058015115e-05,841,4.5271914436081714e-05,0.00011973645962320639
2425,Chlamydia trachomatis rRNA Qualitative Unspecified Specimen Probe and Target Amplification,5.9403504058015115e-05,841,5.6589893045102146e-05,0.00011959340531063386
510,Target Cell Origin,5.897969784594842e-05,835,2.2635957218040857e-05,0.00011916424237291627
6577,"Cardiolipin Antibody IgM (Interpretation), Serum",5.8909063477270635e-05,834,9.054382887216343e-05,0.00011816286218490858
1614,Aspartate Aminotransferase,5.8767794739915074e-05,832,0.00020372361496236773,0.00011644621043403823
1117,Herpes simplex virus 2 DNA Presence Cerebral Spinal Fluid Probe and Target Amplification Method,5.8626526002559506e-05,830,0.00014713372191726558,0.00011687537337175582
1167,Methemoglobin by co-oximetry,5.8626526002559506e-05,830,0.0004187652085337559,0.00011344206987001513
751,Lyme disease (Borrelia burgdorferi) Antibody IgM,5.855589163388172e-05,829,7.9225850263143e-05,0.00011759064493461846
15457,Cocaine Qualitative Urine Screen Method,5.8485257265203945e-05,828,0.0013807933903004924,0.00010099634467620515
845,Bilirubin Neonatal,5.8485257265203945e-05,828,7.9225850263143e-05,0.00011744759062204593
2005,"Tobramycin, Serum",5.8132085421815026e-05,823,0.00010186180748118387,0.00011644621043403823
1165,"Metanephrines, Urine 24 hr ug/24 hr",5.7708279209748336e-05,817,0.00013581574330824515,0.00011515872162088547
2223,Factor VII Assay,5.763764484107055e-05,816,0.00012449776469922473,0.00011515872162088547
1112,"Herpes simplex 1 DNA, CSF",5.756701047239277e-05,815,0.00014713372191726558,0.00011472955868316789
14382,Mycobacterium tuberculosis Stimulated Gamma Interferon Qualitative Blood,5.7355107366359424e-05,812,0.00028294946522551073,0.00011258374399457996
15658,Glucose CSF/Glucose Plasma,5.728447299768164e-05,811,0.00010186180748118387,0.00011472955868316789
850,Bleeding Time,5.66487636795816e-05,802,9.054382887216343e-05,0.00011358512418258765
750,Lyme disease (Borrelia burgdorferi) Antibody IgG,5.66487636795816e-05,802,9.054382887216343e-05,0.00011358512418258765
272,Influenza A Virus Rapid Antigen Test Qualitative,5.643686057354825e-05,799,7.9225850263143e-05,0.0001132990155574426
2530,"Blood gas pH, Cord Blood Arterial",5.636622620487046e-05,798,0.0,0.00011415734143287778
445,HIV1 RNA (Log 10) Calc PCR (Ultrasensitive),5.5942419992803774e-05,792,0.00033953935827061286,0.00010900738618026674
6582,"Casts, Urine Sediment Microscopy LPF",5.5942419992803774e-05,792,2.2635957218040857e-05,0.00011301290693229754
804,"Alcohol Screen, Urine",5.558924814941486e-05,787,0.00037349329409767413,0.00010786295167968652
2179,Alpha-2 Macroglobulin,5.495353883131481e-05,778,0.00029426744383453116,0.00010757684305454146
1606,UA Waxy Casts,5.481227009395925e-05,776,0.00014713372191726558,0.00010915044049283928
2660,Lyme disease (Borrelia burgdorferi) 41kD Antibody IgG,5.474163572528147e-05,775,0.000158451700526286,0.00010886433186769422
6516,"Benzodiazepines Quantitative, Urine",5.4388463881892556e-05,770,0.0017542866843981665,8.797840223210505e-05
1180,"Mono Screen, Serum",5.403529203850364e-05,765,4.5271914436081714e-05,0.00010886433186769422
1282,PTT/APTT Lupus,5.3258313983048034e-05,754,0.00014713372191726558,0.00010600324561624365
7841,Smudge Cells Qualitative Blood Light Microscopy,5.304641087701469e-05,751,0.00013581574330824515,0.00010571713699109859
813,"Amphetamines and Methamphetamines, Urine",5.255197029627021e-05,744,0.00039612925131571504,0.00010142550761392274
6867,Hepatitis A Antibody IgM Quantitative Serum Immunoassay,5.1986895346847945e-05,736,0.00020372361496236773,0.0001027129964270755
1746,Coccidioides Antibody IgG,5.149245476610347e-05,729,0.00014713372191726558,0.00010242688780193043
16488,Oxygen Partial Pressure Adjusted to Patients Actual Temperature Mixed Venous Blood,5.142182039742569e-05,728,0.00011317978609020429,0.0001027129964270755
66,Streptococcus Screen,5.092737981668121e-05,721,1.1317978609020428e-05,0.00010299910505222055
1829,Varicella zoster Antibody,5.092737981668121e-05,721,2.2635957218040857e-05,0.00010285605073964802
16441,Blood Gas Oxygen Saturation Calculated from Oxygen Partial Pressure Venous Blood,5.092737981668121e-05,721,3.395393582706129e-05,0.0001027129964270755
1879,Hepatitis C Genotype,5.071547671064786e-05,718,0.0011770697753381246,8.783534791953253e-05
6861,Hemoglobin Qualitative CSF,4.923215496841443e-05,697,5.6589893045102146e-05,9.899358430018975e-05
2520,Mycobacterium tuberculosis gamma interferon,4.89496174937033e-05,693,0.00013581574330824515,9.741998686189194e-05
16155,Lactate Moles/volume Capillary Blood,4.8878983125025516e-05,692,0.0004300831871427763,9.355752042243366e-05
13948,Neutrophils Segmented/100 Leukocytes Bone marrow Manual Count,4.845517691295882e-05,686,3.395393582706129e-05,9.7706095487037e-05
8930,Hematocrit % of Capillary Blood,4.781946759485878e-05,677,0.0,9.684776961160181e-05
2435,Influenza A Identification,4.7748833226180995e-05,676,3.395393582706129e-05,9.62755523613117e-05
981,Drug Screen Urine Tricyclics or Antidepressants,4.7748833226180995e-05,676,0.00045271914436081716,9.098254279612814e-05
7187,"Pappenheimer Bodies, Blood Qualitative",4.739566138279208e-05,671,0.0002603135080074699,9.26991945469985e-05
6653,Cytomegalovirus Antibody IgG Quantitative Serum Immunoassay,4.69012208020476e-05,664,6.790787165412258e-05,9.412973767272377e-05
6575,"Cardiolipin Antibody IgG (Interpretation), Serum",4.6830586433369825e-05,663,7.9225850263143e-05,9.384362904757872e-05
1613,Alanine Aminotransferase,4.668931769601426e-05,661,0.00019240563635334728,9.212697729670838e-05
1115,Herpes simplex 1+2 Antibody IgG,4.6618683327336474e-05,660,7.9225850263143e-05,9.341446610986114e-05
7078,"Microalbumin/Creatinine Panel, Urine Random",4.619487711526978e-05,654,3.395393582706129e-05,9.312835748471607e-05
2006,"Tobramycin, Serum Peak",4.619487711526978e-05,654,0.00016976967913530643,9.141170573384573e-05
6953,"IgG Subclass 2, Serum Quantitative",4.6124242746592e-05,653,0.00019240563635334728,9.098254279612814e-05
2440,Influenza A Antibody IgG,4.6124242746592e-05,653,0.00010186180748118387,9.212697729670838e-05
6849,Hemoglobin F/Hemoglobin Total Blood,4.6053608377914216e-05,652,0.000158451700526286,9.12686514212732e-05
417,HIV 1 RNA Units/volume Viral Load Plasma Probe and Signal Amplification Method,4.591233964055865e-05,650,0.00013581574330824515,9.12686514212732e-05
2409,Streptococcus agalactiae PCR,4.577107090320309e-05,648,6.790787165412258e-05,9.184086867156333e-05
398,Differential Helmet Cells Red Blood Cell,4.548853342849195e-05,644,0.00021504159357138816,8.940894535783033e-05
741,Chlamydia pneumoniae Antibody IgG,4.478218974171413e-05,634,0.00014713372191726558,8.883672810754022e-05
2067,DHEAS (Dehydroepiandrosterone Sulfate) Quantitative Serum/Plasma,4.471155537303635e-05,633,3.395393582706129e-05,9.012421692069298e-05
1026,Glucose Gestational,4.400521168625852e-05,623,2.2635957218040857e-05,8.883672810754022e-05
7010,"Levetiracetam, Serum/Plasma Quantitative",4.393457731758074e-05,622,7.9225850263143e-05,8.797840223210505e-05
1893,Neisseria gonorrhoeae PCR,4.393457731758074e-05,622,5.6589893045102146e-05,8.82645108572501e-05
1342,"Urea Nitrogen, Urine 24 hr",4.393457731758074e-05,622,0.00010186180748118387,8.769229360695999e-05
1013,G6PD (Glucose-6-Phosphate Dehydrogenase) Blood,4.3652039842869606e-05,618,0.0002603135080074699,8.511731598065448e-05
6434,"Albumin Quantitative, Body Fluid",4.308696489344735e-05,610,2.2635957218040857e-05,8.697702204409735e-05
15613,Deoxyhemoglobin/Hemoglobin Total Venous Blood,4.266315868138065e-05,604,0.00024899552939844946,8.32576099172116e-05
6955,"IgG Subclass 4, Serum Quantitative",4.230998683799174e-05,599,0.000237677550789429,8.268539266692149e-05
6952,"IgG Subclass 1, Serum Quantitative",4.2098083731958395e-05,596,0.000158451700526286,8.32576099172116e-05
2400,T3 Reverse,4.202744936328061e-05,595,5.6589893045102146e-05,8.440204441779184e-05
881,Cell Count and Differential CSF,4.202744936328061e-05,595,0.0,8.511731598065448e-05
16501,pH Venous Blood Adjusted to Patients Actual Temperature,4.195681499460283e-05,594,0.00032822137966159243,8.082568660347862e-05
6752,Fat Qualitative Urine,4.195681499460283e-05,594,0.00020372361496236773,8.239928404177644e-05
6924,"HIV1 RNA Viral Load copies/mL Probe and Target Amplification, Serum/Plasma",4.1603643151213914e-05,589,0.00012449776469922473,8.268539266692149e-05
287,Neisseria gonorrhoeae DNA Amp,4.1462374413858353e-05,587,5.6589893045102146e-05,8.32576099172116e-05
6448,"Alpha 2 Globulin Quantitative, Serum Electrophoresis",4.1250471307825e-05,584,0.00012449776469922473,8.197012110405885e-05
6579,"Cardiolipin Antibody IgA Quantitative, Serum Immunoassay",4.1109202570469434e-05,582,6.790787165412258e-05,8.239928404177644e-05
1593,UA Red Blood Cell Casts,4.103856820179166e-05,581,3.395393582706129e-05,8.268539266692149e-05
1309,"Sodium, Urine 24 hr",4.0685396358402745e-05,576,9.054382887216343e-05,8.125484954119621e-05
1964,"Creatine Kinase, BB",4.054412762104718e-05,574,6.790787165412258e-05,8.125484954119621e-05
1011,Free T7,4.040285888369161e-05,572,6.790787165412258e-05,8.096874091605116e-05
6950,"IgE, Serum/Plasma Quantitative",4.033222451501383e-05,571,7.9225850263143e-05,8.06826322909061e-05
2367,Coccidioides Antibody IgM,3.9908418302947136e-05,565,0.00038481127270669456,7.596183997601265e-05
1349,"Uric Acid, Urine Random",3.9696515196913784e-05,562,1.1317978609020428e-05,8.025346935318851e-05
15295,Calcitriol Mass/volume Serum or Plasma,3.962588082823601e-05,561,4.5271914436081714e-05,7.96812521028984e-05
