DETAIL_LAB_PROCEDURE_ID,ntk_score_lab,n_patients_with_abnormal,abnormal_rate_patients_pos,abnormal_rate_patients_neg
4928,1.836493585622346e-06,26,0.0,3.719412126885742e-06
7813,1.7658592169445635e-06,25,1.1317978609020428e-05,3.4333035017406847e-06
7006,1.7658592169445635e-06,25,0.0,3.5763578143132136e-06
4587,1.7658592169445635e-06,25,1.1317978609020428e-05,3.4333035017406847e-06
2562,1.7658592169445635e-06,25,0.0,3.5763578143132136e-06
6927,1.7658592169445635e-06,25,2.2635957218040857e-05,3.2902491891681563e-06
1932,1.7658592169445635e-06,25,0.0,3.5763578143132136e-06
3704,1.7658592169445635e-06,25,0.0,3.5763578143132136e-06
2059,1.7658592169445635e-06,25,0.0,3.5763578143132136e-06
2324,1.7658592169445635e-06,25,1.1317978609020428e-05,3.4333035017406847e-06
1941,1.7658592169445635e-06,25,0.0,3.5763578143132136e-06
2387,1.7658592169445635e-06,25,0.0,3.5763578143132136e-06
800,1.7658592169445635e-06,25,0.0,3.5763578143132136e-06
2704,1.7658592169445635e-06,25,0.0,3.5763578143132136e-06
2984,1.7658592169445635e-06,25,0.0,3.5763578143132136e-06
6796,1.7658592169445635e-06,25,0.0,3.5763578143132136e-06
1493,1.7658592169445635e-06,25,0.0,3.5763578143132136e-06
2083,1.7658592169445635e-06,25,0.0,3.5763578143132136e-06
5639,1.6952248482667809e-06,24,0.0,3.4333035017406847e-06
5657,1.6952248482667809e-06,24,0.0,3.4333035017406847e-06
23178,1.6952248482667809e-06,24,1.1317978609020428e-05,3.2902491891681563e-06
20780,1.6952248482667809e-06,24,0.0,3.4333035017406847e-06
17758,1.6952248482667809e-06,24,0.0,3.4333035017406847e-06
6442,1.6952248482667809e-06,24,0.0,3.4333035017406847e-06
2511,1.6952248482667809e-06,24,0.0,3.4333035017406847e-06
2483,1.6952248482667809e-06,24,0.0,3.4333035017406847e-06
2891,1.6952248482667809e-06,24,0.0,3.4333035017406847e-06
7062,1.6952248482667809e-06,24,1.1317978609020428e-05,3.2902491891681563e-06
505,1.6952248482667809e-06,24,2.2635957218040857e-05,3.147194876595628e-06
1404,1.6952248482667809e-06,24,0.0,3.4333035017406847e-06
21186,1.6952248482667809e-06,24,1.1317978609020428e-05,3.2902491891681563e-06
1241,1.6952248482667809e-06,24,0.0,3.4333035017406847e-06
2215,1.6952248482667809e-06,24,0.0,3.4333035017406847e-06
2225,1.6952248482667809e-06,24,0.0,3.4333035017406847e-06
6620,1.6952248482667809e-06,24,0.0,3.4333035017406847e-06
6692,1.6952248482667809e-06,24,1.1317978609020428e-05,3.2902491891681563e-06
492,1.6952248482667809e-06,24,0.0,3.4333035017406847e-06
2510,1.6952248482667809e-06,24,0.0,3.4333035017406847e-06
4558,1.6952248482667809e-06,24,0.0,3.4333035017406847e-06
4578,1.6952248482667809e-06,24,0.0,3.4333035017406847e-06
1696,1.6952248482667809e-06,24,0.0,3.4333035017406847e-06
7123,1.6952248482667809e-06,24,0.0,3.4333035017406847e-06
3888,1.6952248482667809e-06,24,0.0,3.4333035017406847e-06
3789,1.6952248482667809e-06,24,0.0,3.4333035017406847e-06
322,1.6952248482667809e-06,24,0.0,3.4333035017406847e-06
12963,1.6952248482667809e-06,24,0.0,3.4333035017406847e-06
12881,1.6952248482667809e-06,24,1.1317978609020428e-05,3.2902491891681563e-06
20779,1.6245904795889983e-06,23,0.0,3.2902491891681563e-06
1749,1.6245904795889983e-06,23,0.0,3.2902491891681563e-06
9986,1.6245904795889983e-06,23,1.1317978609020428e-05,3.147194876595628e-06
9854,1.6245904795889983e-06,23,0.0,3.2902491891681563e-06
258,1.6245904795889983e-06,23,0.0,3.2902491891681563e-06
5160,1.6245904795889983e-06,23,0.0,3.2902491891681563e-06
2264,1.6245904795889983e-06,23,2.2635957218040857e-05,3.0041405640230994e-06
2601,1.6245904795889983e-06,23,0.0,3.2902491891681563e-06
365,1.6245904795889983e-06,23,1.1317978609020428e-05,3.147194876595628e-06
6072,1.553956110911216e-06,22,0.0,3.147194876595628e-06
4579,1.553956110911216e-06,22,0.0,3.147194876595628e-06
6901,1.553956110911216e-06,22,0.0,3.147194876595628e-06
13750,1.553956110911216e-06,22,0.0,3.147194876595628e-06
6980,1.553956110911216e-06,22,0.0,3.147194876595628e-06
12018,1.553956110911216e-06,22,0.0,3.147194876595628e-06
3483,1.553956110911216e-06,22,0.0,3.147194876595628e-06
7743,1.553956110911216e-06,22,0.0,3.147194876595628e-06
378,1.553956110911216e-06,22,0.0,3.147194876595628e-06
17754,1.553956110911216e-06,22,0.0,3.147194876595628e-06
1866,1.553956110911216e-06,22,0.0,3.147194876595628e-06
1727,1.553956110911216e-06,22,0.0,3.147194876595628e-06
5463,1.553956110911216e-06,22,0.0,3.147194876595628e-06
4458,1.553956110911216e-06,22,0.0,3.147194876595628e-06
842,1.553956110911216e-06,22,0.0,3.147194876595628e-06
6628,1.553956110911216e-06,22,0.0,3.147194876595628e-06
3316,1.553956110911216e-06,22,0.0,3.147194876595628e-06
